"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.906200253E3,3.515132128E1,1.387093897E2,6.106493823E0,4.593675251E1,7.809835768E1,8.431135286E1,2.124585487E2,4.697126380E0,3.429510286E0,-1.000000000E0
2.907200254E3,3.515139460E1,1.387102429E2,6.075489082E0,4.590399134E1,7.813579628E1,8.415286590E1,2.125366278E2,4.698816114E0,3.427194795E0,-1.000000000E0
2.908200253E3,3.515146387E1,1.387110975E2,6.810826018E0,4.663756218E1,7.814222432E1,8.431857608E1,2.126143084E2,4.691588395E0,3.437082391E0,-1.000000000E0
2.909200253E3,3.515153660E1,1.387119473E2,7.005303073E0,4.683028918E1,7.815084886E1,8.424495191E1,2.126921080E2,4.693756532E0,3.434120943E0,-1.000000000E0
2.910200253E3,3.515161277E1,1.387127980E2,6.773162457E0,4.659640195E1,7.815405960E1,8.401286024E1,2.127698108E2,4.700031909E0,3.425527271E0,-1.000000000E0
2.911200253E3,3.515168786E1,1.387136477E2,6.237736392E0,4.605922949E1,7.816350326E1,8.384792262E1,2.128481348E2,4.703572860E0,3.420663588E0,-1.000000000E0
2.912200254E3,3.515176551E1,1.387145039E2,6.584065550E0,4.640380185E1,7.838625953E1,8.371313339E1,2.129260760E2,4.725097958E0,3.390868078E0,-1.000000000E0
2.913200253E3,3.515184732E1,1.387153553E2,6.654805609E0,4.647280220E1,7.840175936E1,8.346409542E1,2.130044307E2,4.754316080E0,3.349778447E0,-1.000000000E0
2.914200253E3,3.515193791E1,1.387162100E2,6.297240525E0,4.611350405E1,7.847735302E1,8.312780389E1,2.130824196E2,4.730270430E0,3.383648725E0,-1.000000000E0
2.915200253E3,3.515202541E1,1.387170611E2,6.302293126E0,4.611682641E1,7.847707484E1,8.300189201E1,2.131603196E2,4.750261563E0,3.355525610E0,-1.000000000E0
2.916200253E3,3.515211561E1,1.387179108E2,6.750716358E0,4.656352662E1,7.830347606E1,8.275129236E1,2.132382671E2,4.736850564E0,3.374430880E0,-1.000000000E0
2.917200252E3,3.515220721E1,1.387187608E2,7.201501230E0,4.701258992E1,7.816377213E1,8.259007417E1,2.133160935E2,4.718053152E0,3.400663389E0,-1.000000000E0
2.918200252E3,3.515230738E1,1.387196081E2,6.266147499E0,4.607553416E1,7.817325754E1,8.220375804E1,2.133935617E2,4.729937517E0,3.384114082E0,-1.000000000E0
2.919200252E3,3.515240054E1,1.387204525E2,6.732634588E0,4.654031411E1,7.800251862E1,8.222916837E1,2.134719591E2,4.783358344E0,3.308174721E0,-1.000000000E0
2.920200252E3,3.515250714E1,1.387213049E2,6.668810584E0,4.647478658E1,7.818205521E1,8.184585905E1,2.135500821E2,4.824965600E0,3.247190169E0,-1.000000000E0
2.921200252E3,3.515261933E1,1.387221532E2,5.773298644E0,4.557758889E1,7.833391489E1,8.144973201E1,2.136281041E2,4.744652839E0,3.363451570E0,-1.000000000E0
2.922200253E3,3.515271719E1,1.387230029E2,6.555926445E0,4.635850477E1,7.841907594E1,8.151928155E1,2.137060429E2,4.717076694E0,3.402017709E0,-1.000000000E0
2.923200253E3,3.515282063E1,1.387238508E2,6.670286786E0,4.647116608E1,7.845025964E1,8.152675397E1,2.137836026E2,4.733903247E0,3.378564352E0,-1.000000000E0
2.924200252E3,3.515291241E1,1.387246965E2,6.375066904E0,4.617423345E1,7.829264389E1,8.187736634E1,2.138602816E2,4.742738277E0,3.366150720E0,-1.000000000E0
2.925200252E3,3.515301630E1,1.387255303E2,6.528634762E0,4.632613366E1,7.767766027E1,8.157233788E1,2.139375916E2,4.711594305E0,3.409606449E0,-1.000000000E0
2.926200252E3,3.515312469E1,1.387263703E2,6.971618418E0,4.676744307E1,7.773974590E1,8.125489911E1,2.140164412E2,4.695329343E0,3.431970191E0,-1.000000000E0
2.927200252E3,3.515323335E1,1.387272273E2,6.401912865E0,4.619602600E1,7.828003882E1,8.127521804E1,2.140952626E2,4.682742803E0,3.449124074E0,-1.000000000E0
2.928200252E3,3.515333344E1,1.387280856E2,6.569801806E0,4.636218702E1,7.850897143E1,8.152464312E1,2.141734929E2,4.668869273E0,3.467880728E0,-1.000000000E0
2.929200252E3,3.515343543E1,1.387289370E2,6.495279226E0,4.628595454E1,7.859158580E1,8.161057338E1,2.142514304E2,4.665034882E0,3.473037083E0,-1.000000000E0
2.930200251E3,3.515353922E1,1.387297848E2,6.605638871E0,4.639461484E1,7.844905654E1,8.162447104E1,2.143290114E2,4.672082458E0,3.463550569E0,-1.000000000E0
2.931200252E3,3.515364912E1,1.387306275E2,6.517983978E0,4.630528134E1,7.807179302E1,8.126298280E1,2.144074045E2,4.665037575E0,3.473033466E0,-1.000000000E0
2.932200252E3,3.515375262E1,1.387314804E2,6.305884089E0,4.609147009E1,7.821238679E1,8.134111998E1,2.144858677E2,4.679580024E0,3.453413939E0,-1.000000000E0
2.933200252E3,3.515385722E1,1.387323339E2,6.346125617E0,4.613000059E1,7.828631833E1,8.145872405E1,2.145637091E2,4.687863702E0,3.442160795E0,-1.000000000E0
2.934200252E3,3.515395933E1,1.387331810E2,5.983459953E0,4.576563403E1,7.826997282E1,8.159426524E1,2.146417566E2,4.697348173E0,3.429206493E0,-1.000000000E0
2.935200252E3,3.515407227E1,1.387340283E2,5.775374879E0,4.555586439E1,7.834081045E1,8.134572660E1,2.147199540E2,4.669728980E0,3.466722989E0,-1.000000000E0
2.936200252E3,3.515417927E1,1.387348784E2,6.730494266E0,4.650928353E1,7.847304979E1,8.123320567E1,2.147978525E2,4.683905924E0,3.447544391E0,-1.000000000E0
2.937200252E3,3.515428260E1,1.387357259E2,6.349797857E0,4.612688678E1,7.841297756E1,8.147241590E1,2.148757450E2,4.685613725E0,3.445222932E0,-1.000000000E0
2.938200252E3,3.515438654E1,1.387365732E2,6.986716335E0,4.676210611E1,7.834628553E1,8.145185348E1,2.149539725E2,4.679409517E0,3.453644973E0,-1.000000000E0
2.939200253E3,3.515448755E1,1.387374247E2,7.460238425E0,4.723391497E1,7.831331346E1,8.153193894E1,2.150323345E2,4.685437484E0,3.445462613E0,-1.000000000E0
2.940200252E3,3.515459234E1,1.387382771E2,7.944040738E0,4.771600804E1,7.826465105E1,8.148744882E1,2.151104049E2,4.687568769E0,3.442562427E0,-1.000000000E0
2.941200252E3,3.515469733E1,1.387391261E2,8.732604275E0,4.850286972E1,7.826894125E1,8.149291304E1,2.151877426E2,4.680479774E0,3.452194391E0,-1.000000000E0
2.942200251E3,3.515479776E1,1.387399679E2,9.520494349E0,4.928906672E1,7.816947734E1,8.158199870E1,2.152658047E2,4.685777307E0,3.445000445E0,-1.000000000E0
2.943200252E3,3.515490249E1,1.387408170E2,9.981080872E0,4.974795076E1,7.832394022E1,8.142852224E1,2.153434539E2,4.688317746E0,3.441542350E0,-1.000000000E0
2.944200252E3,3.515500736E1,1.387416614E2,1.059917512E1,5.036435278E1,7.838021683E1,8.143342999E1,2.154220423E2,4.689512203E0,3.439914582E0,-1.000000000E0
2.945200252E3,3.515511335E1,1.387425160E2,1.125099702E1,5.101446151E1,7.852441769E1,8.145334781E1,2.155004830E2,4.685570054E0,3.445282326E0,-1.000000000E0
2.946200252E3,3.515522018E1,1.387433689E2,1.121212520E1,5.097388164E1,7.856799177E1,8.141298014E1,2.155786921E2,4.687170366E0,3.443104848E0,-1.000000000E0
2.947200251E3,3.515532257E1,1.387442200E2,1.216311033E1,5.192315551E1,7.861056562E1,8.153113558E1,2.156567751E2,4.682509591E0,3.449440675E0,-1.000000000E0
2.948200252E3,3.515542338E1,1.387450700E2,1.256307004E1,5.232140382E1,7.857950699E1,8.162407357E1,2.157347540E2,4.658934177E0,3.481216650E0,-1.000000000E0
2.949200252E3,3.515553103E1,1.387459176E2,1.261995558E1,5.237659379E1,7.847118245E1,8.148112827E1,2.158129940E2,4.661156986E0,3.478239869E0,-1.000000000E0
2.950200252E3,3.515563048E1,1.387467695E2,1.304530405E1,5.280022407E1,7.860851234E1,8.168052247E1,2.158912482E2,4.672743134E0,3.462659186E0,-1.000000000E0
2.951200252E3,3.515573357E1,1.387476210E2,1.287737284E1,5.263058127E1,7.864896227E1,8.173367586E1,2.159693200E2,4.672657987E0,3.462774085E0,-1.000000000E0
2.952200252E3,3.515583018E1,1.387484716E2,1.367319011E1,5.342467866E1,7.882295579E1,8.213620283E1,2.160476311E2,4.675054137E0,3.459538387E0,-1.000000000E0
2.953200251E3,3.515592173E1,1.387493257E2,1.296499808E1,5.271475106E1,7.888581467E1,8.267410319E1,2.161263504E2,4.658846980E0,3.481333343E0,-1.000000000E0
2.954200251E3,3.515599781E1,1.387501866E2,1.280721652E1,5.255519481E1,7.875428276E1,8.371012013E1,2.162047540E2,4.655191780E0,3.486219517E0,-1.000000000E0
2.955200252E3,3.515605621E1,1.387510460E2,1.298773613E1,5.273391522E1,7.854468778E1,8.503767021E1,2.162828690E2,4.672735444E0,3.462669563E0,-1.000000000E0
2.956200252E3,3.515610116E1,1.387519035E2,1.330400847E1,5.304837168E1,7.825137491E1,8.616289724E1,2.163614462E2,4.664213652E0,3.474139899E0,-1.000000000E0
2.957200251E3,3.515613081E1,1.387527671E2,1.297732559E1,5.271983571E1,7.836910641E1,8.754783348E1,2.164402867E2,4.660082762E0,3.479678963E0,-1.000000000E0
2.958200251E3,3.515614280E1,1.387536342E2,1.282530945E1,5.256593121E1,7.851600995E1,8.888746111E1,2.165189349E2,4.656863072E0,3.483986705E0,-1.000000000E0
2.959200251E3,3.515614236E1,1.387544993E2,1.206951612E1,5.180823456E1,7.864965337E1,9.012504885E1,2.165968283E2,4.667399239E0,3.469858985E0,-1.000000000E0
2.960200252E3,3.515612054E1,1.387553557E2,1.167609279E1,5.141289392E1,7.850185212E1,9.142032572E1,2.166750955E2,4.682879127E0,3.448938984E0,-1.000000000E0
2.961200251E3,3.515608596E1,1.387562155E2,1.171092802E1,5.144578439E1,7.851526428E1,9.284345885E1,2.167532062E2,4.675120228E0,3.459449073E0,-1.000000000E0
2.962200252E3,3.515603498E1,1.387570725E2,1.196272560E1,5.169561830E1,7.831128878E1,9.400712733E1,2.168311384E2,4.686314032E0,3.444270290E0,-1.000000000E0
2.963200251E3,3.515597372E1,1.387579264E2,1.235217492E1,5.208309463E1,7.824166460E1,9.520670319E1,2.169090178E2,4.698550955E0,3.427558308E0,-1.000000000E0
2.964200252E3,3.515589392E1,1.387587775E2,1.297094831E1,5.269987271E1,7.815461939E1,9.649433192E1,2.169870762E2,4.725461434E0,3.390361525E0,-1.000000000E0
2.965200251E3,3.515579784E1,1.387596280E2,1.365069917E1,5.337760434E1,7.815353293E1,9.776210041E1,2.170662285E2,4.772371355E0,3.324004916E0,-1.000000000E0
2.966200256E3,3.515568464E1,1.387604876E2,1.439390877E1,5.411874849E1,7.836296770E1,9.908504758E1,2.171442264E2,4.799091674E0,3.285309139E0,-1.000000000E0
2.967200259E3,3.515555495E1,1.387613308E2,1.478365039E1,5.450643536E1,7.828723752E1,1.004620605E2,2.172229217E2,4.726754466E0,3.388558580E0,-1.000000000E0
2.968200260E3,3.515540357E1,1.387621764E2,1.543072944E1,5.515142097E1,7.836425318E1,1.018168079E2,2.173012391E2,4.726759916E0,3.388550978E0,-1.000000000E0
2.969200257E3,3.515523784E1,1.387630136E2,1.596710410E1,5.568569848E1,7.837334510E1,1.031936254E2,2.173799234E2,4.759103982E0,3.342972678E0,-1.000000000E0
2.970200254E3,3.515506004E1,1.387638514E2,1.641409826E1,5.613057607E1,7.845923811E1,1.045125207E2,2.174582761E2,4.791214799E0,3.296785978E0,-1.000000000E0
2.971200250E3,3.515486659E1,1.387646801E2,1.738080661E1,5.709516369E1,7.849342559E1,1.057552017E2,2.175378201E2,4.837343584E0,3.228721742E0,-1.000000000E0
2.972200256E3,3.515466609E1,1.387655200E2,1.824701642E1,5.795921766E1,7.865395474E1,1.067730643E2,2.176170749E2,4.755848822E0,3.347601979E0,-1.000000000E0
2.973200258E3,3.515444260E1,1.387663478E2,1.920577478E1,5.891581150E1,7.858238860E1,1.078782243E2,2.176958136E2,4.701357555E0,3.423707665E0,-1.000000000E0
2.974200257E3,3.515421932E1,1.387671697E2,1.988358729E1,5.959147309E1,7.858646292E1,1.085082186E2,2.177725036E2,4.701369858E0,3.423690771E0,-1.000000000E0
2.975200259E3,3.515399846E1,1.387679688E2,2.114730597E1,6.085309495E1,7.804334056E1,1.088412888E2,2.178504801E2,4.702408458E0,3.422264123E0,-1.000000000E0
2.976200264E3,3.515377109E1,1.387687802E2,2.247606958E1,6.217972510E1,7.814282535E1,1.089601743E2,2.179285327E2,4.693779925E0,3.434088970E0,-1.000000000E0
2.977200268E3,3.515354243E1,1.387695919E2,2.349931763E1,6.320083727E1,7.819903958E1,1.089454615E2,2.180067540E2,4.731119587E0,3.382461306E0,-1.000000000E0
2.978200269E3,3.515331190E1,1.387704047E2,2.375190245E1,6.345128105E1,7.824512146E1,1.089348597E2,2.180859602E2,4.794494541E0,3.292014448E0,-1.000000000E0
2.979200272E3,3.515308081E1,1.387712288E2,2.453631765E1,6.423353002E1,7.848557460E1,1.088717898E2,2.181643642E2,4.750619046E0,3.355019480E0,-1.000000000E0
2.980200272E3,3.515284648E1,1.387720422E2,2.555107332E1,6.524613834E1,7.850457854E1,1.089225129E2,2.182426399E2,4.795204293E0,3.290980526E0,-1.000000000E0
2.981200273E3,3.515261033E1,1.387728533E2,2.667823758E1,6.637115778E1,7.853261418E1,1.089871956E2,2.183214402E2,4.833831614E0,3.233977266E0,-1.000000000E0
2.982200272E3,3.515237098E1,1.387736691E2,2.770915600E1,6.739991641E1,7.863921746E1,1.090778481E2,2.183988702E2,4.846150962E0,3.215487192E0,-1.000000000E0
2.983200273E3,3.515213880E1,1.387744720E2,2.881059599E1,6.849923623E1,7.839184459E1,1.091068091E2,2.184770523E2,4.790936878E0,3.297189844E0,-1.000000000E0
2.984200273E3,3.515190241E1,1.387752819E2,2.994046372E1,6.962696237E1,7.840039105E1,1.092117186E2,2.185551214E2,4.777824561E0,3.316161863E0,-1.000000000E0
2.985200274E3,3.515166157E1,1.387760885E2,3.064778864E1,7.033214642E1,7.829699360E1,1.092590895E2,2.186333316E2,4.781611759E0,3.310698720E0,-1.000000000E0
2.986200274E3,3.515143735E1,1.387769039E2,3.041663050E1,7.009885397E1,7.833830289E1,1.091465903E2,2.187113390E2,4.745699293E0,3.361974904E0,-1.000000000E0
2.987200274E3,3.515120531E1,1.387777136E2,3.026223800E1,6.994232787E1,7.822608196E1,1.091055471E2,2.187897028E2,4.706496456E0,3.416639891E0,-1.000000000E0
2.988200274E3,3.515098327E1,1.387785316E2,3.001322583E1,6.969117949E1,7.827310901E1,1.089762600E2,2.188678571E2,4.687740184E0,3.442329008E0,-1.000000000E0
2.989200274E3,3.515075619E1,1.387793451E2,3.024529062E1,6.992111054E1,7.833668808E1,1.089868616E2,2.189463583E2,4.670694755E0,3.465421696E0,-1.000000000E0
2.990200275E3,3.515052238E1,1.387801598E2,3.070249146E1,7.037616503E1,7.843654825E1,1.090353578E2,2.190246895E2,4.654578271E0,3.487038594E0,-1.000000000E0
2.991200275E3,3.515029473E1,1.387809752E2,3.089092711E1,7.056246271E1,7.851252111E1,1.090036570E2,2.191031439E2,4.645364415E0,3.499303715E0,-1.000000000E0
2.992200276E3,3.515006455E1,1.387817909E2,3.112459453E1,7.079398779E1,7.854449813E1,1.090040269E2,2.191816386E2,4.638576926E0,3.508296044E0,-1.000000000E0
2.993200276E3,3.514983357E1,1.387826067E2,3.189803157E1,7.156528129E1,7.857030649E1,1.089787320E2,2.192600947E2,4.644129060E0,3.500943060E0,-1.000000000E0
2.994200275E3,3.514960229E1,1.387834220E2,3.250197726E1,7.216708457E1,7.856480572E1,1.089567969E2,2.193386304E2,4.656632927E0,3.484294307E0,-1.000000000E0
2.995200275E3,3.514937017E1,1.387842378E2,3.252699576E1,7.218995844E1,7.860026909E1,1.089665294E2,2.194171851E2,4.677763727E0,3.455873774E0,-1.000000000E0
2.996200276E3,3.514913621E1,1.387850530E2,3.305081528E1,7.271163207E1,7.862312086E1,1.089954325E2,2.194958657E2,4.708070886E0,3.414470028E0,-1.000000000E0
2.997200276E3,3.514890244E1,1.387858698E2,3.317852611E1,7.283719423E1,7.867679326E1,1.089747813E2,2.195749510E2,4.745445348E0,3.362333339E0,-1.000000000E0
2.998200276E3,3.514866343E1,1.387866891E2,3.327940808E1,7.293591446E1,7.875999679E1,1.090780259E2,2.196531716E2,4.765453808E0,3.333914672E0,-1.000000000E0
2.999200276E3,3.514842818E1,1.387874999E2,3.335590182E1,7.301027108E1,7.867551586E1,1.091477449E2,2.197309011E2,4.739423542E0,3.370816150E0,-1.000000000E0
3.000200277E3,3.514819721E1,1.387883068E2,3.355011103E1,7.320235854E1,7.855085785E1,1.091767388E2,2.198085678E2,4.677710578E0,3.455945714E0,-1.000000000E0
3.001200276E3,3.514797083E1,1.387891149E2,3.315677582E1,7.280690621E1,7.848242757E1,1.091246908E2,2.198864284E2,4.653119669E0,3.488984720E0,-1.000000000E0
3.002200277E3,3.514774503E1,1.387899255E2,3.332130389E1,7.296931290E1,7.844226633E1,1.090996921E2,2.199645373E2,4.641484836E0,3.504447967E0,-1.000000000E0
3.003200277E3,3.514751486E1,1.387907372E2,3.313502520E1,7.278090417E1,7.846238909E1,1.090928745E2,2.200426593E2,4.638001706E0,3.509056455E0,-1.000000000E0
3.004200277E3,3.514728235E1,1.387915480E2,3.306382242E1,7.270756996E1,7.843237019E1,1.091238859E2,2.201210461E2,4.642233406E0,3.503456299E0,-1.000000000E0
3.005200276E3,3.514705105E1,1.387923624E2,3.244591073E1,7.208752110E1,7.844326551E1,1.091279123E2,2.201994134E2,4.647053448E0,3.497060378E0,-1.000000000E0
3.006200276E3,3.514682221E1,1.387931776E2,3.205541540E1,7.169489087E1,7.843738521E1,1.091252194E2,2.202779230E2,4.650532948E0,3.492431865E0,-1.000000000E0
3.007200277E3,3.514659655E1,1.387939958E2,3.124298497E1,7.088032418E1,7.842466103E1,1.090332451E2,2.203564269E2,4.654158686E0,3.487598595E0,-1.000000000E0
3.008200277E3,3.514636229E1,1.387948103E2,3.094486921E1,7.058006749E1,7.840100256E1,1.090754558E2,2.204346464E2,4.660218473E0,3.479497207E0,-1.000000000E0
3.009200277E3,3.514612816E1,1.387956216E2,3.086606880E1,7.049913380E1,7.827320274E1,1.091342734E2,2.205126727E2,4.663660223E0,3.474882784E0,-1.000000000E0
3.010200277E3,3.514590099E1,1.387964335E2,2.998431145E1,6.961525251E1,7.801898601E1,1.090725695E2,2.205896105E2,4.669617109E0,3.466873676E0,-1.000000000E0
3.011200278E3,3.514567163E1,1.387972318E2,2.988355540E1,6.951239930E1,7.752552667E1,1.090537844E2,2.206665817E2,4.666487473E0,3.471085089E0,-1.000000000E0
3.012200278E3,3.514544531E1,1.387980319E2,2.990732680E1,6.953407477E1,7.713085617E1,1.090117253E2,2.207435147E2,4.677858934E0,3.455744902E0,-1.000000000E0
3.013200277E3,3.514521436E1,1.387988295E2,2.995418446E1,6.957883509E1,7.676256227E1,1.090026412E2,2.208197048E2,4.685616409E0,3.445219281E0,-1.000000000E0
3.014200277E3,3.514499101E1,1.387996217E2,2.993139012E1,6.955396708E1,7.632036297E1,1.089498205E2,2.208956481E2,4.704841027E0,3.418919119E0,-1.000000000E0
3.015200277E3,3.514476415E1,1.388004095E2,3.012119113E1,6.974169899E1,7.590803596E1,1.089990134E2,2.209715997E2,4.727380191E0,3.387685576E0,-1.000000000E0
3.016200278E3,3.514453520E1,1.388011965E2,2.994525503E1,6.956369267E1,7.561189173E1,1.090459860E2,2.210459612E2,4.727862862E0,3.387011927E0,-1.000000000E0
3.017200278E3,3.514431077E1,1.388019669E2,2.914787680E1,6.876428772E1,7.523906360E1,1.092032808E2,2.211210145E2,4.706446549E0,3.416708638E0,-1.000000000E0
3.018200277E3,3.514408941E1,1.388027467E2,2.937164877E1,6.898601735E1,7.518512087E1,1.091939848E2,2.211958866E2,4.709009133E0,3.413175943E0,-1.000000000E0
3.019200278E3,3.514387050E1,1.388035254E2,2.860149623E1,6.821382882E1,7.517724293E1,1.090833515E2,2.212711922E2,4.670346805E0,3.465890614E0,-1.000000000E0
3.020200278E3,3.514365079E1,1.388043088E2,2.809658735E1,6.770687272E1,7.523820435E1,1.091363642E2,2.213463506E2,4.665154289E0,3.472876689E0,-1.000000000E0
3.021200278E3,3.514342450E1,1.388050877E2,2.781418935E1,6.742242776E1,7.527414939E1,1.091798828E2,2.214215328E2,4.662337973E0,3.476656678E0,-1.000000000E0
3.022200278E3,3.514320086E1,1.388058680E2,2.762368886E1,6.722988149E1,7.524399879E1,1.092201847E2,2.214968521E2,4.660075184E0,3.479689112E0,-1.000000000E0
3.023200277E3,3.514297383E1,1.388066485E2,2.725512535E1,6.685926709E1,7.520101359E1,1.094869904E2,2.215719464E2,4.661920657E0,3.477216245E0,-1.000000000E0
3.024200278E3,3.514274001E1,1.388074233E2,2.688239605E1,6.648448928E1,7.508504742E1,1.100816526E2,2.216473183E2,4.668414094E0,3.468493460E0,-1.000000000E0
3.025200278E3,3.514249792E1,1.388081975E2,2.682768094E1,6.642771467E1,7.508166643E1,1.110648139E2,2.217221343E2,4.685639599E0,3.445187743E0,-1.000000000E0
3.026200278E3,3.514223643E1,1.388089557E2,2.637409474E1,6.597207530E1,7.485407177E1,1.125403743E2,2.217977613E2,4.732736316E0,3.380198810E0,-1.000000000E0
3.027200278E3,3.514195727E1,1.388097141E2,2.605362765E1,6.564952806E1,7.501326277E1,1.141483914E2,2.218732869E2,4.786197108E0,3.304066324E0,-1.000000000E0
3.028200278E3,3.514166392E1,1.388104633E2,2.558874894E1,6.518256850E1,7.514508911E1,1.157948316E2,2.219480218E2,4.728685248E0,3.385863680E0,-1.000000000E0
3.029200278E3,3.514135018E1,1.388111901E2,2.473594784E1,6.432770491E1,7.499464169E1,1.175415905E2,2.220231874E2,4.754268086E0,3.349846564E0,-1.000000000E0
3.030200278E3,3.514102384E1,1.388119141E2,2.483874367E1,6.442842608E1,7.510702686E1,1.191541319E2,2.220991141E2,4.756905005E0,3.346100986E0,-1.000000000E0
3.031200278E3,3.514067176E1,1.388126295E2,2.418286803E1,6.377045596E1,7.524625065E1,1.208936882E2,2.221756669E2,4.788073410E0,3.301346703E0,-1.000000000E0
3.032200278E3,3.514029996E1,1.388133381E2,2.376214982E1,6.334762909E1,7.550451148E1,1.225617960E2,2.222524317E2,4.818926893E0,3.256145057E0,-1.000000000E0
3.033200278E3,3.513990531E1,1.388140308E2,2.351535681E1,6.309872821E1,7.579154841E1,1.243468124E2,2.223277162E2,4.841967750E0,3.221782944E0,-1.000000000E0
3.034200278E3,3.513950888E1,1.388147020E2,2.374280277E1,6.332411109E1,7.574740040E1,1.259566090E2,2.224033420E2,4.927611001E0,3.089204891E0,-1.000000000E0
3.035200277E3,3.513908455E1,1.388153519E2,2.319578392E1,6.277503401E1,7.570406436E1,1.277849437E2,2.224781012E2,4.990688688E0,2.986228969E0,-1.000000000E0
3.036200279E3,3.513864225E1,1.388159711E2,2.323583877E1,6.281307132E1,7.546305596E1,1.296240172E2,2.225533241E2,4.768214253E0,3.329965446E0,-1.000000000E0
3.037200278E3,3.513819113E1,1.388165876E2,2.272741794E1,6.230262611E1,7.540601136E1,1.313676190E2,2.226281232E2,4.740416962E0,3.369418950E0,-1.000000000E0
3.038200278E3,3.513773511E1,1.388171923E2,2.299790158E1,6.257110413E1,7.534166283E1,1.328262683E2,2.227029509E2,4.730583956E0,3.383210379E0,-1.000000000E0
3.039200278E3,3.513726565E1,1.388177819E2,2.255596516E1,6.212717545E1,7.530180612E1,1.340745493E2,2.227777152E2,4.696194718E0,3.430785946E0,-1.000000000E0
3.040200278E3,3.513679030E1,1.388183634E2,2.257174916E1,6.214097647E1,7.531057769E1,1.348196243E2,2.228533625E2,4.679222680E0,3.453898108E0,-1.000000000E0
3.041200279E3,3.513630729E1,1.388189492E2,2.227793512E1,6.184515891E1,7.543230035E1,1.351257516E2,2.229282086E2,4.680748352E0,3.451830224E0,-1.000000000E0
3.042200278E3,3.513583045E1,1.388195301E2,2.168098926E1,6.124622998E1,7.548468153E1,1.352340639E2,2.230038967E2,4.684098585E0,3.447282622E0,-1.000000000E0
3.043200279E3,3.513534483E1,1.388201134E2,2.190435882E1,6.146759872E1,7.564001551E1,1.352746471E2,2.230791260E2,4.700379969E0,3.425049661E0,-1.000000000E0
3.044200278E3,3.513486158E1,1.388206924E2,2.150286509E1,6.106411747E1,7.568645765E1,1.353242997E2,2.231547222E2,4.740597436E0,3.369165027E0,-1.000000000E0
3.045200278E3,3.513437629E1,1.388212746E2,2.173676238E1,6.129601762E1,7.571317084E1,1.353171489E2,2.232293628E2,4.763894300E0,3.336142703E0,-1.000000000E0
3.046200279E3,3.513389488E1,1.388218466E2,2.146356099E1,6.102084761E1,7.552520178E1,1.353639032E2,2.233042577E2,4.778936550E0,3.314559169E0,-1.000000000E0
3.047200278E3,3.513342010E1,1.388224308E2,2.195575552E1,6.151105735E1,7.549991499E1,1.351205805E2,2.233795651E2,4.747396389E0,3.359578033E0,-1.000000000E0
3.048200278E3,3.513293682E1,1.388230109E2,2.177570034E1,6.132901389E1,7.546217265E1,1.348090957E2,2.234551570E2,4.684901922E0,3.446190797E0,-1.000000000E0
3.049200278E3,3.513247220E1,1.388236178E2,2.215019757E1,6.170149313E1,7.547811245E1,1.337443219E2,2.235307489E2,4.647488384E0,3.496482340E0,-1.000000000E0
3.050200278E3,3.513201065E1,1.388242280E2,2.181401533E1,6.136329037E1,7.555810736E1,1.324377238E2,2.236068066E2,4.629993278E0,3.519616353E0,-1.000000000E0
3.051200279E3,3.513156308E1,1.388248605E2,2.197244669E1,6.151967428E1,7.571222451E1,1.307479221E2,2.236824670E2,4.644281124E0,3.500741332E0,-1.000000000E0
3.052200278E3,3.513113724E1,1.388255094E2,2.163520236E1,6.118037961E1,7.575236162E1,1.290950731E2,2.237580699E2,4.645055604E0,3.499713627E0,-1.000000000E0
3.053200278E3,3.513072674E1,1.388261722E2,2.168656118E1,6.122968134E1,7.572716640E1,1.272900676E2,2.238338925E2,4.629667441E0,3.520044946E0,-1.000000000E0
3.054200278E3,3.513032853E1,1.388268490E2,2.165413101E1,6.119518221E1,7.572459155E1,1.256306254E2,2.239097082E2,4.615849056E0,3.538145634E0,-1.000000000E0
3.055200279E3,3.512994649E1,1.388275395E2,2.206861296E1,6.160758996E1,7.575099525E1,1.238877852E2,2.239855788E2,4.608082818E0,3.548254469E0,-1.000000000E0
3.056200279E3,3.512957974E1,1.388282430E2,2.281346114E1,6.235035888E1,7.573066490E1,1.221287140E2,2.240611537E2,4.605714538E0,3.551328009E0,-1.000000000E0
3.057200279E3,3.512923462E1,1.388289589E2,2.282725530E1,6.236207948E1,7.575235057E1,1.204492500E2,2.241368145E2,4.605391437E0,3.551746999E0,-1.000000000E0
3.058200278E3,3.512890553E1,1.388296871E2,2.289408973E1,6.242683795E1,7.574163219E1,1.186962484E2,2.242125359E2,4.591803025E0,3.569297132E0,-1.000000000E0
3.059200278E3,3.512859415E1,1.388304276E2,2.281412605E1,6.234479833E1,7.573905664E1,1.169366355E2,2.242885292E2,4.599494283E0,3.559380476E0,-1.000000000E0
3.060200278E3,3.512830032E1,1.388311821E2,2.278349000E1,6.231208250E1,7.576765032E1,1.152357897E2,2.243634862E2,4.594916670E0,3.565287903E0,-1.000000000E0
3.061200279E3,3.512802993E1,1.388319371E2,2.295459752E1,6.248114428E1,7.568548317E1,1.134910776E2,2.244396840E2,4.587717145E0,3.574547304E0,-1.000000000E0
