"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.550200225E3,3.470284868E1,1.378215756E2,9.898971122E0,4.934913743E1,7.674671868E1,8.900897194E1,1.122447724E2,4.759939816E0,3.341782456E0,-1.000000000E0
1.551200224E3,3.470286520E1,1.378224094E2,1.039656714E1,4.984751628E1,7.664634850E1,8.900133093E1,1.123219652E2,4.764231854E0,3.335660635E0,-1.000000000E0
1.552200224E3,3.470287889E1,1.378232537E2,9.771855583E0,4.922358986E1,7.675080909E1,8.891239493E1,1.123987204E2,4.768770255E0,3.329169158E0,-1.000000000E0
1.553200223E3,3.470289290E1,1.378240931E2,1.037593486E1,4.982845077E1,7.686111918E1,8.891692408E1,1.124754071E2,4.806429788E0,3.274564052E0,-1.000000000E0
1.554200223E3,3.470290587E1,1.378249319E2,9.818185576E0,4.927147994E1,7.687899201E1,8.891781833E1,1.125522669E2,4.832503977E0,3.235960807E0,-1.000000000E0
1.555200223E3,3.470291979E1,1.378257725E2,9.731856783E0,4.918593363E1,7.700711918E1,8.889137467E1,1.126290119E2,4.837974213E0,3.227776719E0,-1.000000000E0
1.556200222E3,3.470293299E1,1.378266119E2,9.359615691E0,4.881447214E1,7.695593645E1,8.893183679E1,1.127054512E2,4.871183343E0,3.177437627E0,-1.000000000E0
1.557200222E3,3.470294389E1,1.378274479E2,9.641450124E0,4.909707756E1,7.696333911E1,8.890873917E1,1.127828291E2,4.886676105E0,3.153558890E0,-1.000000000E0
1.558200221E3,3.470295777E1,1.378282942E2,9.306645117E0,4.876306000E1,7.710327220E1,8.874196134E1,1.128597386E2,4.906313036E0,3.122920016E0,-1.000000000E0
1.559200220E3,3.470297238E1,1.378291353E2,8.688457202E0,4.814565673E1,7.703692253E1,8.852395244E1,1.129364440E2,4.900362738E0,3.132248724E0,-1.000000000E0
1.560200221E3,3.470299972E1,1.378299738E2,8.676709763E0,4.813472297E1,7.694541371E1,8.798551971E1,1.130127764E2,4.914624766E0,3.109823217E0,-1.000000000E0
1.561200220E3,3.470304031E1,1.378308073E2,8.814079558E0,4.827293480E1,7.696671118E1,8.728676236E1,1.130904998E2,4.905918779E0,3.123539333E0,-1.000000000E0
1.562200220E3,3.470308646E1,1.378316557E2,8.995973804E0,4.845569800E1,7.713679585E1,8.666520616E1,1.131670785E2,4.935968116E0,3.075834162E0,-1.000000000E0
1.563200220E3,3.470314855E1,1.378324900E2,8.964564526E0,4.842518451E1,7.688475453E1,8.577958879E1,1.132451101E2,4.900065141E0,3.132714263E0,-1.000000000E0
1.564200220E3,3.470320924E1,1.378333404E2,9.260421949E0,4.872194863E1,7.728603790E1,8.531822036E1,1.133190464E2,4.941078577E0,3.067617892E0,-1.000000000E0
1.565200220E3,3.470328953E1,1.378341433E2,1.000812110E1,4.947056058E1,7.663205625E1,8.434561326E1,1.133960013E2,4.872028842E0,3.176141054E0,-1.000000000E0
1.566200219E3,3.470336943E1,1.378349795E2,1.031402656E1,4.977740760E1,7.702158151E1,8.350942767E1,1.134721866E2,4.834013052E0,3.233706055E0,-1.000000000E0
1.567200219E3,3.470345891E1,1.378358057E2,1.061567544E1,5.008001285E1,7.722544025E1,8.280046270E1,1.135481738E2,4.842153056E0,3.221504433E0,-1.000000000E0
1.568200219E3,3.470356244E1,1.378366274E2,1.099226602E1,5.045759042E1,7.718369146E1,8.200421171E1,1.136251468E2,4.820996160E0,3.253080549E0,-1.000000000E0
1.569200218E3,3.470367130E1,1.378374589E2,1.068926099E1,5.015559441E1,7.715390368E1,8.145204381E1,1.137021590E2,4.842658697E0,3.220744289E0,-1.000000000E0
1.570200218E3,3.470379108E1,1.378382887E2,1.064055480E1,5.010792267E1,7.718990520E1,8.086493334E1,1.137795288E2,4.866490776E0,3.184620002E0,-1.000000000E0
1.571200218E3,3.470391057E1,1.378391225E2,1.070764136E1,5.017604660E1,7.727683854E1,8.050850072E1,1.138559319E2,4.868051179E0,3.182234239E0,-1.000000000E0
1.572200218E3,3.470403844E1,1.378399437E2,1.097983755E1,5.044928971E1,7.710769900E1,8.002397655E1,1.139325481E2,4.836095813E0,3.230590398E0,-1.000000000E0
1.573200218E3,3.470417616E1,1.378407649E2,1.099506834E1,5.046559180E1,7.713072242E1,7.954020195E1,1.140104723E2,4.801125119E0,3.282336762E0,-1.000000000E0
1.574200217E3,3.470430871E1,1.378416019E2,1.090083173E1,5.037242790E1,7.736124334E1,7.944443461E1,1.140869271E2,4.820248368E0,3.254188486E0,-1.000000000E0
1.575200217E3,3.470443642E1,1.378424237E2,1.139414530E1,5.086678870E1,7.723843454E1,7.942692784E1,1.141635532E2,4.846478821E0,3.214993012E0,-1.000000000E0
1.576200216E3,3.470456821E1,1.378432465E2,1.054731358E1,5.002101520E1,7.717872701E1,7.932896492E1,1.142400039E2,4.874105421E0,3.172953416E0,-1.000000000E0
1.577200216E3,3.470469770E1,1.378440679E2,1.073017213E1,5.020492510E1,7.706146448E1,7.929250560E1,1.143178240E2,4.872342978E0,3.175659134E0,-1.000000000E0
1.578200216E3,3.470482001E1,1.378449061E2,1.027156697E1,4.974736862E1,7.730819886E1,7.936761901E1,1.143958781E2,4.901873767E0,3.129883482E0,-1.000000000E0
1.579200215E3,3.470494611E1,1.378457460E2,1.009471909E1,4.957158042E1,7.710580754E1,7.943768985E1,1.144739041E2,4.827543546E0,3.243356339E0,-1.000000000E0
1.580200215E3,3.470508173E1,1.378465835E2,9.599620470E0,4.907756281E1,7.720822205E1,7.921417199E1,1.145506888E2,4.802822346E0,3.279852824E0,-1.000000000E0
1.581200215E3,3.470521161E1,1.378474085E2,9.705495483E0,4.918449361E1,7.713585013E1,7.922261726E1,1.146274976E2,4.775946199E0,3.318866514E0,-1.000000000E0
1.582200215E3,3.470534038E1,1.378482340E2,9.603113467E0,4.908316516E1,7.698654062E1,7.919757479E1,1.147044111E2,4.770924770E0,3.326080857E0,-1.000000000E0
1.583200214E3,3.470547040E1,1.378490604E2,9.457859689E0,4.893896889E1,7.700553896E1,7.912630382E1,1.147809261E2,4.788257080E0,3.301080303E0,-1.000000000E0
1.584200214E3,3.470559816E1,1.378498829E2,9.348584960E0,4.883074263E1,7.688817595E1,7.916589059E1,1.148575044E2,4.795027418E0,3.291238231E0,-1.000000000E0
1.585200214E3,3.470572672E1,1.378507059E2,9.111428133E0,4.859463681E1,7.688680680E1,7.920083952E1,1.149340499E2,4.803931732E0,3.278227715E0,-1.000000000E0
1.586200214E3,3.470585902E1,1.378515276E2,8.825891591E0,4.831015944E1,7.681297870E1,7.916933438E1,1.150105292E2,4.843975911E0,3.218762869E0,-1.000000000E0
1.587200214E3,3.470598880E1,1.378523492E2,8.254750364E0,4.774007110E1,7.675188634E1,7.916898232E1,1.150871203E2,4.887401927E0,3.152433891E0,-1.000000000E0
1.588200214E3,3.470611635E1,1.378531726E2,7.910117145E0,4.739648689E1,7.677175114E1,7.922436718E1,1.151628547E2,4.898433167E0,3.135265466E0,-1.000000000E0
1.589200213E3,3.470624623E1,1.378539859E2,7.465803618E0,4.695321920E1,7.668064030E1,7.921888277E1,1.152386302E2,4.892629588E0,3.144314353E0,-1.000000000E0
1.590200213E3,3.470637611E1,1.378547997E2,7.298226774E0,4.678668868E1,7.657122906E1,7.922780898E1,1.153145584E2,4.896921649E0,3.137625758E0,-1.000000000E0
1.591200213E3,3.470650309E1,1.378556158E2,7.140043401E0,4.662954660E1,7.650799670E1,7.926786582E1,1.153917674E2,4.882235859E0,3.160428776E0,-1.000000000E0
1.592200212E3,3.470663152E1,1.378564459E2,6.909312585E0,4.639987315E1,7.661624524E1,7.930411502E1,1.154689229E2,4.866724480E0,3.184262845E0,-1.000000000E0
1.593200212E3,3.470676043E1,1.378572752E2,7.226691076E0,4.671830963E1,7.668203041E1,7.934698327E1,1.155459433E2,4.867167156E0,3.183586171E0,-1.000000000E0
1.594200212E3,3.470688321E1,1.378581045E2,6.856318347E0,4.634897967E1,7.656475916E1,7.938221587E1,1.156212722E2,4.869395677E0,3.180176532E0,-1.000000000E0
1.595200212E3,3.470700959E1,1.378589141E2,6.821426383E0,4.631512193E1,7.616830961E1,7.937774660E1,1.156974879E2,4.886106166E0,3.154441879E0,-1.000000000E0
1.596200212E3,3.470713593E1,1.378597336E2,7.164100897E0,4.665883944E1,7.587363027E1,7.933332419E1,1.157729754E2,4.865922570E0,3.185488122E0,-1.000000000E0
1.597200211E3,3.470726642E1,1.378605440E2,7.626102567E0,4.712188636E1,7.552705031E1,7.923161566E1,1.158484928E2,4.816922798E0,3.259109048E0,-1.000000000E0
1.598200210E3,3.470738766E1,1.378613568E2,7.477640056E0,4.697444843E1,7.545634797E1,7.931760046E1,1.159232494E2,4.814301009E0,3.262980666E0,-1.000000000E0
1.599200211E3,3.470751301E1,1.378621603E2,7.407080049E0,4.690491487E1,7.534085935E1,7.931941822E1,1.159978123E2,4.819434408E0,3.255393834E0,-1.000000000E0
1.600200211E3,3.470763836E1,1.378629616E2,7.055215949E0,4.655407536E1,7.519547694E1,7.933646981E1,1.160731764E2,4.815780199E0,3.260797159E0,-1.000000000E0
1.601200211E3,3.470776497E1,1.378637716E2,6.661193844E0,4.616108871E1,7.516159097E1,7.937422083E1,1.161481173E2,4.831374391E0,3.237647066E0,-1.000000000E0
1.602200210E3,3.470788819E1,1.378645776E2,6.161983917E0,4.566290239E1,7.513953831E1,7.937589180E1,1.162230855E2,4.846431389E0,3.215064513E0,-1.000000000E0
1.603200210E3,3.470801615E1,1.378653828E2,6.170380914E0,4.567233408E1,7.508379767E1,7.934949306E1,1.162978708E2,4.871479160E0,3.176984076E0,-1.000000000E0
1.604200209E3,3.470814972E1,1.378661847E2,6.160886643E0,4.566388545E1,7.500092428E1,7.915960446E1,1.163733798E2,4.887434298E0,3.152383704E0,-1.000000000E0
1.605200210E3,3.470828602E1,1.378669939E2,6.162923024E0,4.566698089E1,7.496823915E1,7.869367475E1,1.164473799E2,4.835774363E0,3.231071547E0,-1.000000000E0
1.606200208E3,3.470842755E1,1.378677849E2,5.934299637E0,4.543941333E1,7.483125796E1,7.786642933E1,1.165212551E2,4.868921307E0,3.180902755E0,-1.000000000E0
1.607200209E3,3.470858161E1,1.378685711E2,6.035327047E0,4.554152334E1,7.447201375E1,7.664637427E1,1.165950652E2,4.841778872E0,3.222066789E0,-1.000000000E0
1.608200209E3,3.470876493E1,1.378693472E2,5.873470050E0,4.538081251E1,7.404643927E1,7.495598456E1,1.166690775E2,4.845416577E0,3.216593730E0,-1.000000000E0
1.609200208E3,3.470895727E1,1.378701223E2,5.916557473E0,4.542506771E1,7.406003008E1,7.333390484E1,1.167428040E2,4.850941219E0,3.208255963E0,-1.000000000E0
1.610200209E3,3.470916830E1,1.378708869E2,6.071300755E0,4.558101579E1,7.409866406E1,7.165489589E1,1.168172504E2,4.867654115E0,3.182841569E0,-1.000000000E0
1.611200209E3,3.470939640E1,1.378716526E2,6.164471339E0,4.567543455E1,7.421607980E1,7.004099129E1,1.168906801E2,4.822617423E0,3.250676579E0,-1.000000000E0
1.612200208E3,3.470964054E1,1.378723990E2,6.430229791E0,4.594246381E1,7.397646283E1,6.851298184E1,1.169643150E2,4.811528853E0,3.267067054E0,-1.000000000E0
1.613200208E3,3.470990220E1,1.378731391E2,6.669672770E0,4.618321544E1,7.381924510E1,6.669406162E1,1.170375682E2,4.808495614E0,3.271529759E0,-1.000000000E0
1.614200211E3,3.471017718E1,1.378738673E2,7.070931591E0,4.658580552E1,7.365917203E1,6.520062778E1,1.171112002E2,4.804181670E0,3.277861424E0,-1.000000000E0
1.615200207E3,3.471048186E1,1.378745825E2,7.505673018E0,4.702194035E1,7.363650000E1,6.348123808E1,1.171859667E2,4.808549664E0,3.271450315E0,-1.000000000E0
1.616200206E3,3.471080363E1,1.378753007E2,7.642435418E0,4.716014132E1,7.374513361E1,6.179914020E1,1.172603768E2,4.794282690E0,3.292322968E0,-1.000000000E0
1.617200207E3,3.471114096E1,1.378760038E2,7.919909402E0,4.743907907E1,7.376009465E1,5.994868727E1,1.173344153E2,4.780071161E0,3.312922687E0,-1.000000000E0
1.618200207E3,3.471149165E1,1.378766923E2,8.328051637E0,4.784870536E1,7.374065815E1,5.842155423E1,1.174080675E2,4.782809481E0,3.308968192E0,-1.000000000E0
1.619200206E3,3.471186187E1,1.378773605E2,8.449820286E0,4.797198846E1,7.370099679E1,5.670618256E1,1.174816129E2,4.767794623E0,3.330566237E0,-1.000000000E0
1.620200208E3,3.471224258E1,1.378780184E2,8.822202296E0,4.834590198E1,7.367535563E1,5.503147781E1,1.175545267E2,4.758394376E0,3.343982655E0,-1.000000000E0
1.621200207E3,3.471264084E1,1.378786522E2,8.993806443E0,4.851905964E1,7.359951449E1,5.314333172E1,1.176282631E2,4.753309996E0,3.351205919E0,-1.000000000E0
1.622200206E3,3.471305674E1,1.378792805E2,9.186499551E0,4.871334537E1,7.358252465E1,5.142724381E1,1.177014627E2,4.749649402E0,3.356392050E0,-1.000000000E0
1.623200206E3,3.471348754E1,1.378798860E2,9.579443807E0,4.910789901E1,7.351857067E1,4.974367453E1,1.177753640E2,4.750770227E0,3.354805402E0,-1.000000000E0
1.624200206E3,3.471393536E1,1.378804834E2,9.854395608E0,4.938449531E1,7.351092617E1,4.800675978E1,1.178489781E2,4.763479672E0,3.336734698E0,-1.000000000E0
1.625200226E3,3.471439124E1,1.378810674E2,1.019488677E1,4.972663913E1,7.348982434E1,4.659351342E1,1.179227086E2,4.784510687E0,3.306507904E0,-1.000000000E0
1.626200232E3,3.471486026E1,1.378816377E2,1.040643106E1,4.993985650E1,7.347425991E1,4.529174640E1,1.179967679E2,4.803776941E0,3.278454535E0,-1.000000000E0
1.627200234E3,3.471533821E1,1.378822020E2,1.036105521E1,4.989617077E1,7.351208670E1,4.437811156E1,1.180712124E2,4.817501375E0,3.258253756E0,-1.000000000E0
1.628200239E3,3.471581772E1,1.378827704E2,1.037735379E1,4.991416716E1,7.360527167E1,4.401680620E1,1.181454840E2,4.799663887E0,3.284473109E0,-1.000000000E0
1.629200243E3,3.471629948E1,1.378833332E2,1.071579805E1,5.025431000E1,7.355219498E1,4.385983674E1,1.182193696E2,4.817923375E0,3.257629719E0,-1.000000000E0
1.630200245E3,3.471677958E1,1.378838921E2,1.076796469E1,5.030816766E1,7.359823882E1,4.386649685E1,1.182946282E2,4.840393025E0,3.224148320E0,-1.000000000E0
1.631200248E3,3.471726650E1,1.378844640E2,1.064377424E1,5.018569700E1,7.402373524E1,4.393803474E1,1.183691101E2,4.869066310E0,3.180680792E0,-1.000000000E0
1.632200250E3,3.471774708E1,1.378850316E2,1.073650338E1,5.028012653E1,7.418606645E1,4.415004868E1,1.184429486E2,4.912607186E0,3.113009423E0,-1.000000000E0
1.633200251E3,3.471821914E1,1.378855998E2,1.081801272E1,5.036331575E1,7.414324756E1,4.461588385E1,1.185150475E2,4.981612830E0,3.001344807E0,-1.000000000E0
1.634200247E3,3.471866998E1,1.378861668E2,1.076858000E1,5.031550926E1,7.354063791E1,4.530249418E1,1.185885783E2,5.056787210E0,2.872880113E0,-1.000000000E0
1.635200250E3,3.471912565E1,1.378867498E2,1.101873247E1,5.056731447E1,7.347745170E1,4.600991965E1,1.186623931E2,5.140839061E0,2.719615926E0,-1.000000000E0
1.636200251E3,3.471957911E1,1.378873396E2,1.118142964E1,5.073166514E1,7.353433880E1,4.669806964E1,1.187354279E2,5.252345965E0,2.497478507E0,-1.000000000E0
1.637200253E3,3.472002026E1,1.378879317E2,1.161421459E1,5.116607510E1,7.349253134E1,4.741657392E1,1.188087309E2,5.357324239E0,2.263540154E0,-1.000000000E0
1.638200255E3,3.472045849E1,1.378885308E2,1.168783031E1,5.124131514E1,7.345441222E1,4.809231116E1,1.188819925E2,5.507529812E0,2.149832871E0,-1.000000000E0
1.639200257E3,3.472089315E1,1.378891332E2,1.154964659E1,5.110474993E1,7.339426147E1,4.878820593E1,1.189560805E2,5.739386084E0,1.935197064E0,-1.000000000E0
1.640200260E3,3.472133617E1,1.378897387E2,1.122486383E1,5.078160932E1,7.344478132E1,4.921457371E1,1.190291406E2,5.548072488E0,2.035117526E0,-1.000000000E0
1.641200261E3,3.472176583E1,1.378903435E2,1.104305650E1,5.060141050E1,7.338824299E1,4.976569477E1,1.191035704E2,5.459505133E0,2.361664895E0,-1.000000000E0
1.642200264E3,3.472220639E1,1.378909566E2,1.151448924E1,5.107448642E1,7.351186754E1,5.013160130E1,1.191782134E2,5.488866611E0,2.547712760E0,-1.000000000E0
1.643200265E3,3.472263587E1,1.378915843E2,1.177401851E1,5.133564452E1,7.360979871E1,5.077845325E1,1.192539135E2,5.744709241E0,2.492176060E0,-1.000000000E0
1.644200267E3,3.472306139E1,1.378922309E2,1.203533417E1,5.159859625E1,7.380853007E1,5.142338017E1,1.193266219E2,5.143637305E0,2.714319861E0,-1.000000000E0
1.645200269E3,3.472346691E1,1.378928550E2,1.210876078E1,5.167358924E1,7.362984365E1,5.199735643E1,1.194015570E2,5.096520460E0,2.801788043E0,-1.000000000E0
1.646200270E3,3.472387852E1,1.378935042E2,1.240845366E1,5.197488632E1,7.368773136E1,5.258832845E1,1.194750814E2,5.063725302E0,2.860633339E0,-1.000000000E0
1.647200270E3,3.472427592E1,1.378941472E2,1.274106293E1,5.230905901E1,7.360721881E1,5.317691537E1,1.195482062E2,5.034283378E0,2.912134595E0,-1.000000000E0
1.648200273E3,3.472466612E1,1.378947912E2,1.255681494E1,5.212635768E1,7.351406402E1,5.374281276E1,1.196197254E2,5.022415889E0,2.932554462E0,-1.000000000E0
1.649200273E3,3.472504238E1,1.378954259E2,1.295464909E1,5.252569557E1,7.338018663E1,5.436360934E1,1.196925415E2,4.966187317E0,3.026800384E0,-1.000000000E0
1.650200274E3,3.472542441E1,1.378960730E2,1.297769197E1,5.255026780E1,7.339424415E1,5.487320091E1,1.197641468E2,4.933388355E0,3.079970190E0,-1.000000000E0
1.651200275E3,3.472579584E1,1.378967131E2,1.285223137E1,5.242630402E1,7.337714809E1,5.535252469E1,1.198387524E2,4.888899502E0,3.150110901E0,-1.000000000E0
1.652200277E3,3.472616889E1,1.378973916E2,1.208678511E1,5.166239321E1,7.350600953E1,5.599393834E1,1.199118613E2,4.894606043E0,3.141236813E0,-1.000000000E0
1.653200277E3,3.472653002E1,1.378980601E2,1.189986007E1,5.147696514E1,7.348175923E1,5.660897612E1,1.199844994E2,4.906034919E0,3.123356912E0,-1.000000000E0
1.654200278E3,3.472688277E1,1.378987291E2,1.217842288E1,5.175700466E1,7.339729689E1,5.723177378E1,1.200575953E2,4.910800762E0,3.115858294E0,-1.000000000E0
1.655200278E3,3.472723163E1,1.378994070E2,1.122066399E1,5.080072097E1,7.342580904E1,5.787329047E1,1.201313827E2,4.895265332E0,3.140209286E0,-1.000000000E0
1.656200279E3,3.472758211E1,1.379000926E2,1.032025716E1,4.990180036E1,7.343574500E1,5.844950428E1,1.202051698E2,4.899532517E0,3.133547214E0,-1.000000000E0
1.657200280E3,3.472792563E1,1.379007834E2,1.011998126E1,4.970299819E1,7.349223483E1,5.905192026E1,1.202788199E2,4.895124081E0,3.140429472E0,-1.000000000E0
1.658200280E3,3.472825941E1,1.379014795E2,1.039670194E1,4.998117325E1,7.346255856E1,5.966314956E1,1.203524745E2,4.912354409E0,3.113408291E0,-1.000000000E0
1.659200280E3,3.472859004E1,1.379021779E2,1.043088624E1,5.001680628E1,7.346131042E1,6.028239034E1,1.204255196E2,4.914523184E0,3.109983747E0,-1.000000000E0
1.660200282E3,3.472890410E1,1.379028799E2,1.087616443E1,5.046349537E1,7.338991662E1,6.100048938E1,1.204984014E2,4.889548233E0,3.149103859E0,-1.000000000E0
1.661200281E3,3.472921460E1,1.379035823E2,1.082864895E1,5.041738235E1,7.338027586E1,6.159221737E1,1.205712267E2,4.867938789E0,3.182406162E0,-1.000000000E0
1.662200281E3,3.472952430E1,1.379042844E2,1.059542232E1,5.018555618E1,7.333348712E1,6.219676208E1,1.206446115E2,4.855868929E0,3.200792710E0,-1.000000000E0
1.663200281E3,3.472983202E1,1.379049948E2,1.046647615E1,5.005801300E1,7.337328630E1,6.277958428E1,1.207176501E2,4.843050274E0,3.220155443E0,-1.000000000E0
1.664200282E3,3.473012249E1,1.379057117E2,1.037053594E1,4.996343880E1,7.341889493E1,6.342240814E1,1.207904857E2,4.839356620E0,3.225703727E0,-1.000000000E0
1.665200282E3,3.473040936E1,1.379064282E2,1.019207629E1,4.978633603E1,7.338301259E1,6.397577724E1,1.208638610E2,4.819876249E0,3.254739617E0,-1.000000000E0
1.666200282E3,3.473068897E1,1.379071555E2,9.987432494E0,4.958304079E1,7.343806744E1,6.462438200E1,1.209381051E2,4.793399999E0,3.293607974E0,-1.000000000E0
1.667200283E3,3.473096825E1,1.379078934E2,1.016014163E1,4.975710740E1,7.354870051E1,6.521665341E1,1.210104567E2,4.782974174E0,3.308730131E0,-1.000000000E0
1.668200284E3,3.473123977E1,1.379086129E2,1.021930933E1,4.981759678E1,7.348733705E1,6.553604593E1,1.210838978E2,4.781726849E0,3.310532491E0,-1.000000000E0
1.669200284E3,3.473151443E1,1.379093438E2,1.002173510E1,4.962136236E1,7.350355548E1,6.562091403E1,1.211571600E2,4.799135738E0,3.285244771E0,-1.000000000E0
1.670200283E3,3.473178654E1,1.379100739E2,1.017926812E1,4.978022829E1,7.351781377E1,6.564213091E1,1.212296975E2,4.831444678E0,3.237542178E0,-1.000000000E0
1.671200284E3,3.473205453E1,1.379107976E2,1.077399574E1,5.037627291E1,7.342060559E1,6.569483205E1,1.213023853E2,4.877766239E0,3.167322773E0,-1.000000000E0
1.672200284E3,3.473231909E1,1.379115250E2,1.117380540E1,5.077739441E1,7.333283029E1,6.576834666E1,1.213758670E2,4.905943335E0,3.123500765E0,-1.000000000E0
1.673200284E3,3.473259735E1,1.379122544E2,1.144410159E1,5.104903846E1,7.333100892E1,6.570761828E1,1.214486171E2,4.922780352E0,3.096896937E0,-1.000000000E0
1.674200284E3,3.473287305E1,1.379129763E2,1.209203392E1,5.169830576E1,7.325106213E1,6.563424572E1,1.215223779E2,4.922057641E0,3.098045450E0,-1.000000000E0
1.675200285E3,3.473314884E1,1.379137104E2,1.270452119E1,5.231213921E1,7.329685676E1,6.560041699E1,1.215949539E2,4.859284873E0,3.195604412E0,-1.000000000E0
1.676200283E3,3.473342061E1,1.379144325E2,1.316111789E1,5.277006141E1,7.324397024E1,6.560185585E1,1.216683830E2,4.824043684E0,3.248559614E0,-1.000000000E0
1.677200284E3,3.473369610E1,1.379151628E2,1.338647902E1,5.299676479E1,7.325149308E1,6.553209860E1,1.217406960E2,4.800710693E0,3.282942868E0,-1.000000000E0
1.678200284E3,3.473396614E1,1.379158827E2,1.324892801E1,5.286053320E1,7.307511680E1,6.554314938E1,1.218137956E2,4.793496359E0,3.293467730E0,-1.000000000E0
1.679200284E3,3.473423830E1,1.379166109E2,1.362581080E1,5.323874826E1,7.312092930E1,6.553028032E1,1.218863383E2,4.797428329E0,3.287737591E0,-1.000000000E0
1.680200284E3,3.473450643E1,1.379173346E2,1.355849029E1,5.317274606E1,7.306693000E1,6.558048216E1,1.219596950E2,4.802562189E0,3.280233750E0,-1.000000000E0
1.681200284E3,3.473478027E1,1.379180649E2,1.339715433E1,5.301274871E1,7.314424575E1,6.552840974E1,1.220317677E2,4.824713494E0,3.247564739E0,-1.000000000E0
1.682200285E3,3.473504957E1,1.379187823E2,1.329937266E1,5.291628285E1,7.303893418E1,6.554245526E1,1.221047478E2,4.849833259E0,3.209930590E0,-1.000000000E0
1.683200283E3,3.473532394E1,1.379195078E2,1.349131795E1,5.310956394E1,7.307371323E1,6.552762693E1,1.221775160E2,4.875796387E0,3.170354338E0,-1.000000000E0
1.684200283E3,3.473559767E1,1.379202312E2,1.382279406E1,5.344237242E1,7.308328270E1,6.552171791E1,1.222507202E2,4.898593308E0,3.135015253E0,-1.000000000E0
